review,sent
Getting reconnected more than 100 times in a day while using @dialoglk 's internet service. Have raised the complain thrice. SR Number 2-0002732511,negative
"Mom's been telling about how @dialoglk kept subtracting Rs. 20 every day for a long while. She called etc, and no luck.Turns out it's an AUTOMATED subscription for their mobile broadband, which no one was informed of.She literally had to go to a service centre to deactivate it.",negative
dialoglk Give my no to yet another unknown person to get yet another unknown number of calls! ???????,negative
"You’re invited! ?? Join ""The Future of Telecom Brands"", March 17th.Our Chief Client Officer, Luz Erhardt will host a panel conversation with telecom leaders from @dialoglk, @Turkcell and @Swisscom. Doors open at 12pm CET.Register??https://t.co/Qk6DOeFX1D https://t.co/awHgRm4uWW",negative
"dialoglk  your network is slower than a snail these days, worst internet. https://t.co/x5TpjCMw4B",negative
"Hi @dialoglk, can you gimme a fixed solution for this connection slowness issue please? It’s been months since I complained about this. ?? https://t.co/h8TgjQsNNJ",negative
"dialoglk It’s being closing in on a week and I’m still experiencing the issue. When I called technical support (as there were no update from your end) on last Thursday, what they said was it’s due to a update in the tower and will be fixed by Monday. It’s not fixed yet. DO SOMETHING!!",negative
"djharris32913 @dialoglk @MobitelSriLanka I used the same. But after exceeding the daily limit of 1.5GB quota, they’re limiting the speed. Also can't use the hotspot ?? then I swapped it to master unlimited voice and got data add on plan",negative
djharris32913 @dialoglk @MobitelSriLanka I use Mobitel as my primary mobile connection. 4G is far better than dialog. Thinking of changing HBB connection but didn’t find a good package from mobitel ??,negative
RT @MBManJuLa: How long does it usually take @dialoglk to say where the issue is?. Roughly around 48 minute if you call the super customer care. ,negative
Worst Telecommunications company ,negative
A ridiculous company in sri lanka over the decade to experience awkward customer services. I gave nearly 2000 LKR business to them monthly  and will leave soon.,negative
The internet connection is getting worse and worse everyday.,negative
Useless network ever used.. Not the damn dialog what was at it beginning.,negative
Sri Lanka's most horrible cellular network ever. ,negative
Bad decision if anyone wants to purchase a connection from these thieves.,negative
Dialog Axiata is such a den of thieves including their CEO.,negative
"They just randomly disappears prepaid data packages and vanishes off your main wallet credit balance, this company is such a 3rd class cellular network.",negative
Everyone should avoid buying this useless connection and also the customer service is good for nothing so many armatures working there only knows how to pass the ball.,negative
I have been a dialog customer since 1998 but the after sales service has been very disappointing.,negative
"When it comes to technical issues, they do not really care if the issue is resolved or not but will continue to charge you without any inquiries.",negative
I have been complaining about a connection issue for moths but it was not solved.,negative
Signal issues with my Wifi connection for few weeks now and I am planning to discontinue that.,negative
This is place where they rip off from poor people. Horrible customer care service. They do not deserve to be the number 01.,negative
Very poor technical support. And bad billing system. Always trying to charge something.,negative
Well known mobile network for misuse peoples' money for various 3rd party service without even customers permission. ,negative
I won't suggest this network for anyone.,negative
Their broadband 4G connection is very bad. Could not even surf the net. ,negative
Really poor service,negative
"When I complained about a issue, they told that their customer number for our area is too much to handle for their signal tower. That was a lame excuse.",negative
"They should focus on providing good customer service for existing customers, rather than only focusing on new customers. I will be switching to another brand soon.",negative
Poor customer service. They don't mind about customer needs. They only handle high end customers only.,negative
Just money-minded. Not recommending as a good connectivity provider.,negative
The customer service provided over the phone including the wrong information and terrible solutions you can't crown yourself as a leading connectivity provider.,negative
To solve a simple problem they wasted my money and time for several days.,negative
They took more than 5 days to contact me regarding my internet issue. I had to make series of calls to get my work done.,negative
3rd class service.,negative
Their work and learn package is useless. Waste of money. Why you are cheating customers. Doesn't even load outlook.,negative
The future is in the next millennium not today. Do you reckon you provide a satisfactory service in perspective of both customer service and usability of the connection? Will change the connection as soon as possible.,negative
"Contacted customer care 3 times on 3 separate issues, Never got anything done.",negative
"Now the customer care is bad. Not as good as before. Not friendly. And they focus on taking some money somehow, not to solve the issue. Very much disappointed.",negative
3rd class service provider in Sri Lanka. All they need is money. ,negative
No one understand how their billing is done & cant contact hotline or any single donkey who works at this to ask… do not recommend the service.,negative
Cheating customers always.,negative
The service quality has dropped so low. It was a waste of time. Moving away from their service soon ,negative
Worst service provider ever. Poor coverage.,negative
"This review is from a Dialog priority customer who has been with dialog more than a decade. Was informed I have won a JBL speaker via their app. When visited their place travelling more than 100Km to collect they say it was mistake. No sms. No call. And not even a apology from the officer HANDLING.FAKE PROMOTIONS FAKE SERVICE. It is time to get rid of Dialog as their customer care is deteriorate day by day
P42 04.04.2019",negative
Customer  care service  very poor,negative
Too Slow.I have to wait very long time to obtain my work.,negative
This is the worst service I have ever received in my life.,negative
one of the best service providers before 2019 but after 2019 One of the worst service providers with low internet speed under 4G signal in my area. I complained so many times to technical unit but still they didn't solve the problem. special note for tourists: if you come to our country please don't get this service provider,negative
Worst service ever had in my life,negative
Worst company,negative
Came to purchase two additional connections. Had to wait 45 mins and still not served. Why make somebody who wants to buy sth wait? That’s bad business practise. Staff was ignorant and not accommodating at all.,negative
"Bad... Very BAD
If you can develop this building as a SKYSCRAPER ?? that’s fine.. But you will definitely need work on that “ hospitality “ part. I don’t think you guys will never know it ????..  Please do the hospitality part first of all.",negative
Worst Service levels,negative
" reloaded rs. 345/- on 28th November theough my dialog app. But it was not recharged to my mobile. Then made a complaint and after two days i got it recharged and automatically Rs. 107/- was deducted and an 89/- data packages was activated which i never asked for.
So again contacted a customer service agent and she told that I have activated youtube 89 package and Rs. 107/- will be deducted every month and better to deactivate now itself to avoid further such deductions.. Then I managed to deactivate that package after a considerable effort.  NOW I HAVE LOST MY Rs. 107/- ALONG WITH THE 750 MB THAT WAS ALREADY GIVEN IN THE NAME OF YOUTUBE PACKAGE :(",negative
At least they cant  cover the Colombo area.. Really bad customer service. Simple rain in a single place can mezz all of their master plans. Even now putting this comment using a Mobitel hots pot since Dialog is already being mezzed due to the rain.,negative
Worst internet connection ever.,negative
"It is a problem for everyone. You may simply refund and satisfy me. Think deeply about other inecent customers who can not read in english.
Please let them know the hiden charges if they mistakely subscribe any third party applications.",negative
Poor Service,negative
Most useless company which I have ever seen,negative
Simply waste,negative
Says on the board and on net open till 7 pm however security at the gate on the road advise that closed at 3 pm now.,negative
The worst mobile phone service provider in Asia according to my experience. Dialog Axiata cheats their customers when billing and charging for services. WiFi coverage is not good. They love to add worthless services for your bill.,negative
One of biggest company in Sri Lanka but they supply poor quality CDMA phone poor customers. I have very bad experience with the service.,negative
"Very bad customer service.
More than 48 Hours connections Down.",negative
Honestly negative internet speeds and poor service. Plus they overcharge for every little thing.,negative
Cheats!!,negative
Called the call centre and reserved a phone and when reached the Dialog Club Vision Counter they said it's not available...wasted my time...system needs to be upgraded.,negative
